id,title,rank,keyword_Location,keyword_Candidate,cluster,clusterLabel
1314389691,Growing vegetables on a urban balcony garden,164,Austria,,balconies,Balconies
1354870298,Mother and son watering vegetables in their urban garden,165,Spain,,kids_parents,Kids parents
1471323086,Community kitchen garden. Raised garden beds with plants in vegetable community garden in Thailand,166,Thailand,,other,Other
1427860507,Multiracial group of young men and young women people students help to plant together smiling in local community garden public park in residential district as youth organization volunteer charity in summer,167,Canada,,community_inclusivity,Community inclusivity
472175954,young woman in urban gardening project at raised bed,168,Europe|Berlin|Germany,,other,Other
1366675199,Vertical green garden installed on the facade of stylish black on a building with horizontal battens. Glass balconies. Environment. Grass. Futuristic architecture. Design. Ecological. Solution. Eco,169,Europe,,vertical,Vertical
1314389620,pouring young vegetable plants growing in raised beds on a balcony garden,170,Europe|Austria,,balconies,Balconies
1212980924,handmade herbal raised bed on a balcony,171,Austria|Europe,,other,Other
1183841488,Young man taking care of his plants on the balcony of loft apartment,172,Serbia,,other,Other
929254324,Young women cuts fresh herbs for a dinner,173,Germany,,other,Other
181054412,"Community gardening, plants on crates and in sacks",174,Berlin|Kreuzberg,,other,Other
923228876,Young Urban Farmer Smiling While Harvesting Fruit And Vegetables,175,Germany,,other,Other
1333197644,"Various herbs and plants growing on home wood balcony in summer, small vegetable garden concept.",176,Estonia,,balconies,Balconies
1306856759,Vegetable garden - part of  Garden near dacha in Moscow oblast From covid-19 dacha become house,177,Moscow Oblast|Moscow - Russia|Russia,,other,Other
1345279590,"Aerial view of allotment plot, England, UK",178,England|UK,,other,Other
646190588,Friendly team harvesting fresh vegetables from the rooftop greenhouse garden and planning harvest season,179,Canada,,community_inclusivity,Community inclusivity
1334017714,"Dandelions with yellow flowers, in a joint between paving stones and house wall. Close up.",180,Germany,,public_green_in_cities,Public green in cities
923089378,Beautiful young woman and her cute son planting seedlings in bed in the domestic garden at summer day,181,Russia,,other,Other
1367328400,Portrait of kids planting in the school's garden,182,Brazil,,other,Other
1269535000,Young Pregnant Woman Spraying Water On Plants And Flowers,183,Italy,,other,Other
1499724697,"Facade garden with roses against a red brick wall. Green facade, urban gardening.",184,Netherlands|Groningen City,,public_green_in_cities,Public green in cities
1319054520,Side view of young adult woman sitting on garden using laptop,185,Argentina,,other,Other
1163815370,Multi-ethnic couple taking care of kitchen herbs,186,Serbia,,indoor,Indoor
871741170,balcony garden,187,Boston Public Garden|Denmark,,balconies,Balconies
515306702,Farmer in a greenhouse,188,,,other,Other
934919422,proud diverse millenial posing with freshly picked kale,189,USA,,other,Other
1327611330,Father and son cultivating plants together at home,190,Brazil,,kids_parents,Kids parents
171368648,Urban Farming in Coney Island Brooklyn,191,New York City,,urban_farms,Urban farms
1044660316,Fresh Salad Greens Growing in Raised Planters on City Sidewalk,192,Montréal|Canada|Quebec,,other,Other
1165006052,Agri-tech Specialists Examining Stacks of Indoor Crops,193,Taiwan,,internal_greenhouses,Internal greenhouses
589566224,Vegetable garden with lattuce and cabbage,194,,,other,Other
1318519423,A happy place,195,,,other,Other
1447010698,Rooftop garden,196,Europe,,other,Other
1273295283,"Beautiful terrace with library. Coffee on the terrace, reading books and relaxing.",197,Bulgaria,,other,Other
1301169520,Toddler keeping mother company as she gardens in backyard,198,UK|London - England,,other,Other
1152373318,Vertical Farming Offers a Path Toward a Sustainable Future,199,Taiwan,,internal_greenhouses,Internal greenhouses
1300283745,Wild flowers on the balcony,200,Germany,,balconies,Balconies
1256800361,girl with lettuce on her hands,201,Latin America|Mexico,,vegetables_fruits,Vegetables fruits
1447523821,Woman watering her plants on the rooftop terrace garden,202,,,other,Other
1427858250,Multiracial group of young men and young women students plant together smiling and talking in community garden public park in residential neighborhood as youth organization volunteer charity in summer,203,Canada,,community_inclusivity,Community inclusivity
1248477138,"Idyllic little garden in the city, summer time",204,Austria,,other,Other
1162241607,Little child is in community kitchen garden. Raised garden beds with plants in vegetable community garden.,205,Russia,,other,Other
1169919794,Urban Road Triangle,206,Catalonia|Europe|Barcelona - Spain|Spain,,public_green_in_cities,Public green in cities
638949820,bearded man with glasses tending to urban garden,207,California|San Francisco - California|USA,,other,Other
1324276094,Portrait of twin siblings at urban garden,208,USA,,other,Other
527584831,Man Planting Container On Rooftop Garden,209,UK|London - England,,other,Other
1456469710,Overhead view of green building in Singapore,210,Singapore|Singapore City,,roofs,Roofs
1356302457,"Isolated veggie planter filled with lettuce, spinach and celery.",211,Canada,,other,Other
1212980904,planting vegetable seedlings such as kohlrabi and radishes in a raised bed on a balcony,212,Austria|Europe,,other,Other
539182019,"Balcony garden, tables and chairs: spring / summer",213,,,balconies,Balconies
1059365332,corn cultivation in residential areas in the middle of the city,214,Colombia,,urban_farms,Urban farms
1464598653,"Nursery for growing vegetable seedlings in a city setting, small urban farm for organic farming and hand-grown food. Self-sustained gardening system, sustainable agriculture and locally grown produce.",215,Canada,,other,Other
1154570379,Young woman waters plants in an urban garden in front of a power station,216,Berlin|Germany,,other,Other
542314238,urban gardening: woman pours plants on roof garden,217,Berlin|Europe|Germany,,other,Other
527476851,Mixed Race Couple Planting Rooftop Garden Together,218,London - England|UK,,community_inclusivity,Community inclusivity
1286515404,Man taking care of the plants,219,South Africa|Fynbos,,other,Other
1189121113,Smiling Female Roof Gardener Kneeling Next to Planter Boxes,220,Argentina|Buenos Aires,,other,Other
180755112,Community Garden: Recycling of pipes as container for strawberry plants.,221,Berlin|Kreuzberg,,other,Other
1314156259,Attractive Young Man on Apartment Balcony Watering Plants in Box from Blue Watering Can,222,Vietnam,,balconies,Balconies
1200123520,Indoor farming microgreen greenhouse modern agriculture in the city,223,Singapore,,internal_greenhouses,Internal greenhouses
923228468,Aerial Shot Of Young Girl Standing Amongst Flock Of Chickens,224,Germany,,other,Other
1256584454,Group Portrait of Smiling Male and Female Rooftop Gardeners,225,Argentina|Buenos Aires,,community_inclusivity,Community inclusivity
1188476701,Taking care of my plants,226,Serbia,,other,Other
543595542,Woman watering your plants,227,Milan|Italy,,balconies,Balconies
1427847949,Portrait of Black young woman working smiling in community garden park with group of volunteers teamwork outdoors in neighborhood environment,228,Canada,,other,Other
157638779,Go Green: Ethnically Diverse Children Caring for Urban Rooftop Garden,229,,,community_inclusivity,Community inclusivity
1213273006,Back to basics,230,Serbia,,balconies,Balconies
527612325,Two Women Planting Rooftop Garden Together,231,UK|London - England,,other,Other
1248486402,Mother and son taking care of their flowers at home balcony.,232,Bulgaria,,kids_parents,Kids parents
1287042984,Beautiful young woman caring for her plants.,233,Serbia|Belgrade - Serbia,,indoor,Indoor
1154074408,"Women gardener watering plants. Container vegetables gardening. Vegetable garden on a terrace. Flower, tomatoes growing in container",234,USA,,other,Other
1193614384,Mature Roof Gardener Working with Young Community Members,235,Argentina|Buenos Aires,,other,Other
1204236431,Portrait of urban gardening teacher with her young students,236,Argentina|Buenos Aires,,community_inclusivity,Community inclusivity
1455017947,"Smart technology farm, Smart indoor farm factory, Researchers develop pesticide-free vegetable varieties greenhouse agriculture, Greenhouse indoor smart farm factory",237,Thailand,,internal_greenhouses,Internal greenhouses
1383515807,"Spring seedlings on windowsill, urban background. Pepper and flower sprouts in pots at window with urban view. Kitchen garden, gardening concept.",238,Hungary,,balconies,Balconies
1020054822,"Container vegetables gardening. Vegetable garden on a terrace. Herbs, tomatoes growing in container",239,USA,,other,Other
1152223992,Racks of Cultivated Living Lettuce at Indoor Vertical Farm,240,Taiwan,,internal_greenhouses,Internal greenhouses
1310713528,planting cabbage seedlings in a raised bed on a urban balcony garden,241,Europe|Austria,,other,Other
1188476949,Relaxing moments with our dog,242,Serbia,,kids_parents,Kids parents
1358699894,"Weekend family activity, Planting seed in recycling plastic water bottle-stock photo",243,Thailand,,kids_parents,Kids parents
1427857711,Hispanic young woman student plants flowers in community garden public park together with multiracial group youth organization volunteer charity helping cleanup and grow herbs and vegetables in residential district in summer,244,Canada,,community_inclusivity,Community inclusivity
1250461686,Flowers and plants planting in a urban garden with a small greenhouse full with new own grown vegetables. Nice green natural gardening concept with garden tools for magazine or inspiration.,245,Netherlands,,other,Other
1280511958,Mixed Age Group of Roof Gardeners Checking Plant Growth,246,Argentina|Buenos Aires,,community_inclusivity,Community inclusivity
1206865535,Potting my plants,247,Serbia,,balconies,Balconies
527584859,Woman Watering Plant In Container On Rooftop Garden,248,UK|London - England,,other,Other
1486056029,Rape blossom and sunset in Hamrikyi gardens in Tokyo,249,Japan|Tokyo - Japan|Chuo Ward - Tokyo,,public_green_in_cities,Public green in cities
1152223966,Agri-tech Specialist Examining LED Lit Living Lettuce,250,Taiwan,,internal_greenhouses,Internal greenhouses
947331884,Urban gardening,251,Germany,,other,Other
1077178752,"Container vegetables gardening. Vegetable garden on a terrace. Herbs, tomatoes growing in container",252,USA,,other,Other
1322140381,Teenage boy watering flowers on balcony,253,Poland,,other,Other
1145025894,Pallet - decoration with flowers,254,Europe|Germany,,other,Other
1308660268,Senior man planting flowers on the home balcony,255,Serbia,,other,Other
1219105080,Boy holding leaf green vegetables,256,Japan,,other,Other
1423617112,Suburban backyard vegetable garden,257,Canada,,other,Other
959920318,Roof gardening in Berlin,258,Berlin|Central Berlin|Germany,,other,Other
171342645,Urban community garden,259,,,other,Other
1327611346,Woman taking care of plants at home,260,Brazil,,indoor,Indoor
660557376,Friendly team harvesting fresh vegetables from the rooftop greenhouse garden and planning harvest season on a digital tablet,261,Canada,,community_inclusivity,Community inclusivity
485559878,Urban Gardening and Farming in summertime,262,,,other,Other
1152223956,Vertical Farmer Studying Development of Living Lettuce Crops,263,Taiwan,,internal_greenhouses,Internal greenhouses
1366204383,Happy Asian Chinese woman looking at camera smiling in front of vegetable plants in greenhouse Hydroponic Vertical Farm Eco system,264,Malaysia,,internal_greenhouses,Internal greenhouses
477434398,Man working in a Urban City Vegetables Garden,265,,,other,Other
1303619792,"public allotment gardens, London, UK",266,England|UK|London - England,,urban_farms,Urban farms
519005050,Woman planting seeds,267,,,other,Other
1456991406,Urban community garden located on the rooftop of a building.,268,Argentina,,other,Other
1142926809,rooftop greenhouse garden,269,Canada,,urban_farms,Urban farms
1300122850,A hot cup of tea on a cold sunny morning,270,Serbia,,balconies,Balconies
1443491785,Young woman taking care of her plants on a rooftop garden,271,,,other,Other
157638144,Go Green: Urban Rooftop Garden Planted by Ethnically Diverse Children,272,,,community_inclusivity,Community inclusivity
819048622,Urban garden in the streets of Havana,273,Latin America|Cuba|Havana,,other,Other
1246102850,flower bed in an urban garden,274,Berlin|Germany,,other,Other
892573498,Nature knows best,275,South Africa,,vegetables_fruits,Vegetables fruits
472175894,young woman in urban gardening project at raised bed,276,Europe|Berlin|Germany,,other,Other
946845552,Urban garden on top of the city,277,Serbia,,other,Other
1218058357,balcony gardening fresh and organic vegetables,278,Italy,,other,Other
1188479426,Taking care of my plants,279,Serbia,,other,Other
1270743039,Young lady planting on condominium balcony-stock photo,280,Thailand,,balconies,Balconies
588625528,Cozy covered sitting area with wicker chairs and swing,281,USA,,other,Other
877072810,Romantic date on our rooftop garden,282,Europe|Serbia,,indoor,Indoor
880028448,Girl raking up autumn leaves,283,Serbia,,other,Other
1403421248,Aerial view of two women working in the garden,284,Estonia,,other,Other
1464794546,Community kitchen garden. Raised garden beds with plants in vegetable community garden. Lessons of gardening for kids.,285,Russia,,public_green_in_cities,Public green in cities
659601872,Friendly team harvesting fresh vegetables from the rooftop greenhouse garden and planning harvest season on a digital tablet,286,Canada,,community_inclusivity,Community inclusivity
892573532,Ideas to grow with,287,South Africa,,other,Other
1357761717,View from Verona from a pavilion at the public park Giardino Giusti,288,Italy|Verona - Italy,,public_green_in_cities,Public green in cities
1445076438,Peasant in an urban garden watering plants and flowers on a terrace.,289,Mexico|Latin America,,other,Other
685461442,Organic vegetable and plant in the pots,290,Thailand,,other,Other
452464507,Garden in vertical position.,291,Madrid|Spain|Geographical Locations|Royal Botanic Garden - Madrid,,vertical,Vertical
1318519526,Green building,292,,,vertical,Vertical
1401398983,Glass skyscraper surrounded by flowering field hot,293,Milan|Italy,,vertical,Vertical
157638201,Go Green: Ethnically Diverse Children Work Together Planting Urban Garden,294,,,community_inclusivity,Community inclusivity
1395753696,"Urban allotment gardens - garden sheds, aerial view",295,Germany,,other,Other
1251682077,"Various photos of a city garden in summer with various grass plants, flowers and trees planted in the gravel",296,Germany,,other,Other
1179985039,Mature African American woman smiling and holding fresh vegetables outside,297,South Africa,,vegetables_fruits,Vegetables fruits
1213272301,Back to nature,298,Serbia,,balconies,Balconies
1338812236,green herbal plants in a tiny vertical garden,299,Austria,,other,Other
173233972,Small front garden in Germany,300,Lindau|Germany,,other,Other
1304157522,Active Senior Watering Kumquat Plant on Barcelona Balcony,301,Barcelona - Spain|Spain,,other,Other
1365312228,Mother and son watering vegetables in their urban garden,302,Spain,,balconies,Balconies
1318519495,Modern green building,303,,,other,Other
1365678853,Green buildings from above,304,,,roofs,Roofs
1385179811,"Fresh ripe strawberries grow in a homemade raised bed made from old fruit boxes on a sunny day. Organic urban gardening as a sustainable hobby. Homegrown seasonal food for summer. Close-up, copy space",305,Germany,,vegetables_fruits,Vegetables fruits
1306572840,Taking care of our rooftop garden,306,Serbia,,balconies,Balconies
1322247711,Green vertical tree walll rows building and nature harmony lifestyle in urban life,307,Thailand,,other,Other
1165006050,Agricultural Researchers Studying Indoor Farming Techniques,308,Taiwan,,internal_greenhouses,Internal greenhouses
1264532641,Vegetable Garden,309,Slovenia,,other,Other
1009105758,Spring time in Eiffel Tower,310,Eiffel Tower - Paris|Paris - France|France,,other,Other
1403994271,Buildings and trees in Barcelona,311,Barcelona - Spain|Spain,,public_green_in_cities,Public green in cities
1168144594,summer: on the roof top garden young adults watering plants,312,Berlin|Germany,,roofs,Roofs
1343525163,man about to collect tomatoes in a plantation,313,Spain,,other,Other
1056697642,Farmer holding box with vegetables,314,Serbia,,vegetables_fruits,Vegetables fruits
1365678887,Green living complex,315,,,other,Other
682367410,man planting crops in communal garden,316,USA,,other,Other
1223422944,Cheerful Young Hispanic Gardener Holding Crate of Plants,317,Argentina|Buenos Aires,,other,Other
1223422935,Diverse Group of Gardeners Checking Rooftop Plant Growth,318,Buenos Aires|Argentina,,other,Other
