id,title,rank,keyword_Location,keyword_Candidate,cluster,clusterLabel
1205889431,Plastic Bottles On Pale Pink Background,225,Russia,,other,Other
1295433151,Young african american man filling box with waste paper,226,Ukraine,,waste,Waste
1219882744,"Sharing makes us happy,female stranger is sharing medical face mask to the homeless old woman,giving mask to prevent the spread of germs,disease pandemic,coronavirus,flu season,dust,air pollution",227,Thailand,,other,Other
505444537,steel pipes,228,,,other,Other
1473945098,oil and gas refinery industry area at night,229,Thailand,,petroil_gas_extraction,Petroil gas extraction
1221313762,DIY Cloth Face Mask concept,230,Thailand,,other,Other
1220326839,"Young woman with smartphone shopping in a grocery store and wearing protective medical mask, social distancing and safe shopping concept",231,,,mass_consumption_supermarket,Mass consumption supermarket
523406418,Electronic circuit board close up,232,,,other,Other
177513614,colored bottles,233,,,plastic_bottles,Plastic bottles
1294822024,Smiling young girl putting plastic into bag,234,Ukraine,,other,Other
947120074,Polyester stable fiber,235,Thailand,,other,Other
1496934851,recycling waste concept. recycling sig green grass in the forest. Idea for reuse for recycling environmental protection world. ecological waste management and a sustainable and economical lifestyle.,236,Thailand,,other,Other
1394115316,Blast furnace and steel-making slag dumps. View from above.,237,France,,other,Other
1398344305,Glass of alkaline product for analysis of soil products,238,,,other,Other
1073495834,White plastic bag isolated on white background,239,Thailand,,other,Other
1327757381,Engineers and staff communicate on site in chemical plant,240,China - East Asia,,petroil_gas_extraction,Petroil gas extraction
516191971,recycle my mobile,241,,,other,Other
1192950821,White roll toilet,242,USA,,other,Other
1059707740,AAA alkaline battery isolated,243,Russia,,other,Other
674765598,Fertilizer terminal,244,Riga|Europe|Latvia,,water_transportations,Water transportations
890736656,Jointing shaped element of galvanized metal construction close-up. Limited depth of field.,245,Standing Rock Indian Reservation|Midwest USA|Russia,,other,Other
1686745511,"Oil and Gas refinery petrochemical plant industrial with oil and gas storage tank, White oil and gas refinery storage tank, Aerial view Oil and gas refinery plant from industry zone.",246,Thailand,,petroil_gas_extraction,Petroil gas extraction
1428525740,Top view of honey puddle,247,,,other,Other
1214300386,Young woman shopping in a grocery store and wearing protective medical mask,248,,,mass_consumption_supermarket,Mass consumption supermarket
1224542261,Female with a shopping cart purchasing some food items in supermarket.,249,Serbia,,mass_consumption_supermarket,Mass consumption supermarket
1140225466,Flat lay of recycling sign with recycle products abstract on pastel background.,250,Serbia,,other,Other
628158258,The equipment of oil refining Industrial zone.,251,Japan,,petroil_gas_extraction,Petroil gas extraction
1266314014,"Containers with natural biodegradable household chemicals in zero waste plastic free store. Dispensers for detergents, shampoo, soap, conditioner. Sustainable alternative shopping and lifestyle",252,Indonesia,,sustainable_local_products,Sustainable local products
1205781933,pile of hot steel parts. crankshaft production,253,,,other,Other
1210360721,"Medical mask in a shopping cart,",254,Thailand,,other,Other
1077491852,Electronic circuits waste for recycling,255,,,waste,Waste
1497910028,"Circular economy concept. Sharing,reusing,repairing,renovating and recycling existing materials and products as much possible. Energy consumption and CO2 emissions are increasing.",256,,,other,Other
1215561289,Portrait of a mature woman with her daughter wearing a protective mask shopping in a supermarket,257,Türkiye - Country,,mass_consumption_supermarket,Mass consumption supermarket
485522299,Cardboard boxes,258,,,other,Other
906360424,Hand holding cockroach in the shopping mall,259,Thailand,,other,Other
1216388603,Woman with empty shopping cart wearing protective surgical masks and gloves,260,Serbia,,other,Other
490098590,Waste plant pipes sky,261,,,petroil_gas_extraction,Petroil gas extraction
1329879930,Woman shopping in supermarket wearing coronavirus face mask.,262,Brazil,,mass_consumption_supermarket,Mass consumption supermarket
1198682736,Close-Up Of Empty Plastic Bag Background,263,Bulgaria,,other,Other
1317757995,Cleaning products on a frame shape with copy space,264,,,other,Other
1409544550,"Circular economy concept. 
Sharing,reusing,repairing,renovating and recycling existing materials and products as much possible.",265,,,other,Other
1058274676,"Petroleum, petrodollar and crude oil concept : Oil pump jack and flag of OPEC or Organization of Oil Exporting Countries, depicts the investment in the development or production of global oil industry",266,New York Mercantile Exchange|Thailand|USA|Persian Gulf Countries|Saudi Arabia,,other,Other
184935202,Close-up of water pipe with pouring water,267,,,other,Other
1325856859,Recycle symbol made of used plastic bottles,268,Germany,,plastic_bottles,Plastic bottles
1207974762,Aerial view of container freight ship carrying container box for import and export business logistic in ocean.,269,Türkiye - Country,,water_transportations,Water transportations
841426312,Chemical products,270,Türkiye - Country,,cleaning_products,Cleaning products
905638378,Recycling Centre,271,Canada,,waste,Waste
663997306,Oil Refinery factory industry,272,Thailand,,petroil_gas_extraction,Petroil gas extraction
1214320119,"Coronavirus covid-19 and pollution protection concept. teddy bear doll wearing mask and holding lightbox with place for your text on yellow background, copy space",273,Ukraine,,other,Other
1193164169,White roll toilet,274,USA,,other,Other
500649611,Cardboard boxes,275,,,other,Other
1024533970,"Petroleum, petrodollar and crude oil concept : Pump jack and China CNY yuan on US USD dollar notes, depicts the money received or earned from sales after investment in the development of oil industry.",276,New York Mercantile Exchange|Thailand|Shanghai,,other,Other
172309155,Water from the dam,277,John Day Dam|North America|Washington State|Oregon - US State,,other,Other
1402852387,Happy Customers Leaving Sustainable Store,278,UK|Northeastern England,,sustainable_local_products,Sustainable local products
1346340847,Drone view of Petro chemical oil processing refinery plant,279,Hong Kong,,petroil_gas_extraction,Petroil gas extraction
1618909939,Checking on the hazardous chemical material information form.,280,Thailand,,other,Other
