id,title,rank,keyword_Location,cluster,clusterLabel
173629367,"Taking samples of the soil, environmental research.",26,,soil_analysis,Soil analysis
1221206307,"Power plant, smoke from the chimney. Spain",27,Europe|Spain,other,Other
1198739632,Female chemist in white protective gloves hold test tube,28,,other,Other
168586597,Water pollution,29,Lagoa - Rio de Janeiro,other,Other
1159320401,"Global Warming and human waste ,Pollution Concept - Sustainability.",30,Thailand,other,Other
1174446552,Radiation warning sign on soil background,31,Russia,other,Other
1226575915,The pollution of arable land after drilling,32,Europe|Serbia,other,Other
519616538,Eco concept.,33,,other,Other
172166662,Landscape image of a burning forest at dusk,34,Amazon Region|Brazil,deforestation_fire,Deforestation fire
1221640711,natural tar water asphalt pit in swamp wetland,35,Greece,other,Other
1326024656,Shot of an unrecognisable teenager picking up litter off a field at summer camp,36,South Africa,recycle_cleaning,Recycle cleaning
1145883808,Dried lake and river on summer and Climate change concept.,37,Horn of Africa|Ethiopia|Africa,desertification,Desertification
1027012748,Discarded drink container lies at the edge of a forest track,38,UK,other,Other
536660158,Lonely tree,39,,deforestation_fire,Deforestation fire
649090010,Landscape of timber pathway with the changing environment,40,Indonesia,other,Other
1133710363,Aerial photograph of waste disposal site.,41,Japan,other,Other
1302537648,Future environmental conservation and sustainable ESG modernizat,42,Thailand,other,Other
1058199856,Airplane flying over Coal mineral exploitation,43,Spain,other,Other
1304478495,Green hands holding tree growing and dry soil hand on crack earth. Saving environment and natural conservation concept.,44,Thailand,desertification,Desertification
1368048517,Coal power plant and environmental pollution,45,Türkiye - Country,other,Other
172337538,Fire in the Amazon,46,Amazon Region|Brazil,deforestation_fire,Deforestation fire
1471868963,"World, city buildings or forest in globalization crisis, climate change awareness or pollution environment security on black background. Globe, environment day or abstract urban trees on night mockup",47,South Africa,other,Other
1208359069,"Ecosystem and healthy environment concepts and background, Garbage pile in trash dump or landfill, Aerial view garbage trucks unload garbage to a landfill, global warming.",48,Thailand,other,Other
1271697591,Environmental technology concept. Sustainable development goals. SDGs.,49,Japan,other,Other
1382353763,"CO2 emission reduction concept in hand with environmental icons, global warming, sustainable development, connectivity and renewable energy green business background.",50,Thailand,other,Other
1360520451,"Top view of soil in hands for check the quality of the soil for control soil quality before seed plant. Future agriculture concept. Smart farming, using modern technologies in agriculture""n",51,Thailand,other,Other
1310488068,Young female activist,52,Canada,protests,Protests
636272098,environmentally friendly concept : change the arid soil to green,53,,other,Other
1290468147,crude oil,54,Japan,other,Other
124682065,Pollution. Color Image,55,,dumpsites,Dumpsites
1385767481,Portrait of teenage girl holding signs during on a demonstration for environmentalism,56,Brazil,other,Other
1079098104,"Garbage on beach, environmental pollution in Bali Indonesia.",57,Bali|Asia,other,Other
1462151129,"Prevent global warming, girl planting a small tree",58,Brazil,other,Other
944961254,Bottles in the reservoir mountain,59,Ukraine,dumpsites,Dumpsites
532595639,Worker in a protective suit examining pollution,60,,soil_analysis,Soil analysis
949055048,Abstract colored brown powder explosion isolated on white background.,61,Czech Republic,other,Other
1316172866,High angle shot of garbage trucks at a landfill,62,South Africa,other,Other
504043568,Waste Management,63,,dumpsites,Dumpsites
1181043800,People with placards and posters on global strike for climate change.,64,Slovakia,protests,Protests
1017628808,serious male scientist in protective suit and mask putting sample of soil by tweezers in test flask outdoors,65,Ukraine,other,Other
1271806996,"Excavator working on earthmoving at open pit mining. Backhoe digs gravel in quarry. Construction machinery for excavation, loading, lifting and hauling of cargo on job sites",66,Russia,constructions,Constructions
1342186570,"ESG icon concept circulating in hands for environment, society and governance. Esg. in sustainable business on networked connections on green background.",67,Thailand,other,Other
1145894992,Soil Test. Female Agronomist Taking Notes In The Field,68,,other,Other
1252960276,"Russia, Leningrad region-November 2019: a garbage dump near the residential quarters of Mega Parnas. Environmental disaster of the 21st century",69,Russia,other,Other
155382205,Wastelands,70,,mines,Mines
1387348290,Concept of global warming and climate change. Non-recyclable plastic pollution in the soil at the field.s,71,Bulgaria,other,Other
517746831,industrial worker checking quality of iron ore,72,,soil_analysis,Soil analysis
1387848928,"Developing sustainable CO2 concepts and renewable energy businesses, reducing CO2 emissions in an environmentally friendly way using renewable energy. and can limit climate change, climate, global warming",73,Thailand,other,Other
1409283574,Eco concept. A slice of a planet with a pile of garbage spilling into outer space.,74,Ukraine,other,Other
1139750776,Spring flood and shore with garbage,75,Ukraine,other,Other
943761634,Abstract  brown colored sand splash on white background. Color dust explode on background  by throwing freeze stop motion.,76,Thailand,other,Other
1396794044,air polluted by dust and pollen,77,Germany,other,Other
484033963,"Taking samples of the soil, environmental research.",78,,soil_analysis,Soil analysis
529065938,Dirty beach,79,,other,Other
1163275009,Global warming dried up a big lake,80,USA,desertification,Desertification
465425502,Bio food production.,81,,other,Other
1075960918,"Creative background, plastic bag floating in the ocean, a bag in the water. The concept of environmental pollution, non-decomposable plastic, increased debris in the world's oceans. copy space",82,Russia,other,Other
1353076964,"Land scientist in biohazmat suit, mask and gloves crouching at river and dropping water sample into container",83,Russia,soil_analysis,Soil analysis
1318563006,Engineer wear safety uniform examining excavation water supply or sewer pipeline,84,Thailand,constructions,Constructions
1140976290,"Young woman cleaning microplastics from sand on the beach - Environmental problem, pollution and ecolosystem warning concept - Focus on hand",85,Asia|Australia|Spain|Africa,other,Other
1362580060,"Zero Waste concept. 
Waste recycling for a clean and healthy environment.Ecology lifestyle and sustainable developments",86,,other,Other
1408377458,"Circular economy concept. Sharing,reusing,repairing,renovating and recycling existing materials and products as much possible. Energy consumption and CO2 emissions are increasing.",87,,other,Other
1162584774,Lack of rain in season and Water crisis concept.,88,Horn of Africa|Ethiopia|Thailand|Africa,other,Other
1131389686,"A globe of the earth with trash over white background, the concept of ecology problem",89,,other,Other
1133803741,Golden sand explosion isolated on black background. Abstract sand cloud. Golden colored sand splash against dark background. Yellow sand fly wave in the air.,90,Thailand,other,Other
823352846,Water Tap With Running Dirty Muddy Water in a Sink,91,Bulgaria,other,Other
1037633706,Abstract brown colored soil splash on white background. Color dust explode on background by throwing freeze stop motion.,92,Thailand,other,Other
1355455794,Excavator dig trench on sunset background. Backgoe on earthwork. Construction natural gas pipeline.,93,Russia,constructions,Constructions
510007257,Repairing a Broken Pipe,94,,sewerage,Sewerage
1400960132,Light bulb is located on soil. plants grow on stacked coins Renewable energy generation is essential for the future. Renewable energy-based green business can limit climate change and global warming.,95,Thailand,other,Other
1392495312,Burning pile of garbage at dump ground or landfill releasing toxic smoke in environment and polluting air. Stray dogs finding food to eat in garbage dumping yard,96,,dumpsites,Dumpsites
1455668147,"Zero waste,net zero concept. Carbon neutral. Climate neutral long term strategy. Sustainable business development. Reuse Reduce Recycle symbol.Conscious consumption. Waste management. Earth day banner",97,Thailand,other,Other
1333728495,Excavator load the sand into dump truck. Aerial view of an backhoe on earthworks.,98,Russia,constructions,Constructions
1368045713,Coal power plant and environmental pollution,99,USA,other,Other
1279365974,Activists demonstrating against global warming,100,USA,protests,Protests
175419357,Pesticide warning sign on fertile farm land,101,California|City of Monterey - California|USA|Salinas - California|Monterey Peninsula,other,Other
172356558,Destruction Global Warming,102,Amazon Region|Brazil,deforestation_fire,Deforestation fire
1307939278,Window cleaner using a squeegee to wash a window,103,UK,other,Other
1273331787,I love my volunteer work,104,South Africa,recycle_cleaning,Recycle cleaning
1392287714,human hand holding green environmental tree ESG icon Society and Governance sustainable environmental concept of the world,105,Thailand,other,Other
1053433012,Poor children earn money by selling garbage.,106,Thailand|Country - Geographic Area|Kathmandu,dumpsites,Dumpsites
1388908655,The concept of carbon neutral and net zero. natural environment A climate-neutral long-term strategy greenhouse gas emissions targets with green net center icon on hand cap and green background,107,Thailand,other,Other
1043539556,concept of global pollution. The sea full of garbage on the background of nature. Save the planet.,108,Ukraine,other,Other
1090914872,Contaminated empty pond with oil and mud.,109,Czech Republic,other,Other
1001629060,Climate change and World environmental,110,Horn of Africa|Europe|Ethiopia|Thailand|Africa|Asia,desertification,Desertification
182756260,Polluted Oil-Spill,111,,other,Other
1494747171,"icon reduction of carbon emissions, carbon neutral, Net zero greenhouse gas emissions target, reducing carbon footprint concept, and CO2 emissions target on wooden cubes. circular economy concept",112,Thailand,other,Other
1133710365,Aerial photograph of waste disposal site.,113,Japan,other,Other
816704696,Polluted Urban River,114,Philippines,dumpsites,Dumpsites
1408375432,"Circular economy concept. Sharing,reusing,repairing,renovating and recycling existing materials and products as much possible. Energy consumption and CO2 emissions are increasing.",115,,other,Other
504044416,Regulation and Monitoring of Pollution,116,,dumpsites,Dumpsites
504797668,Dark cloud of pollution,117,,other,Other
1341445107,Washing planet earth globe pollution.,118,Italy,other,Other
1420777923,Plastic bag in spring forest. Plastic garbage in nature. Spring forest with scattered white plastic bags. Ecological catastrophe. Pollution of environment with garbage.,119,Ukraine,other,Other
1284341413,Environmental technology concept. Sustainable development goals. SDGs.,120,Japan,other,Other
184146279,New Life isolated on white background (XXXL),121,,other,Other
1227362965,Icon in green leaf,122,Ukraine,other,Other
1037633572,Abstract brown colored soil splash on white background. Color dust explode on background by throwing freeze stop motion.,123,Thailand,other,Other
498279058,Scrap-heap,124,,dumpsites,Dumpsites
1340953635,Two volunteer women collect discarded plastic waste by the sea,125,USA,recycle_cleaning,Recycle cleaning
1370821565,Extreme weather and Climate Change,126,Thailand,other,Other
940880264,Beach pollution. Plastic bottles and other trash on river .,127,Thailand,dumpsites,Dumpsites
1344588726,kid planting a tree for help to prevent global warming or climate change and save the earth. Picture for concept of Earth Day to encourage people about the environmental protection.,128,Thailand,other,Other
854515764,"Pollution Water in Amazon River, Brazil",129,Manaus|Amazon Region|Brazil,other,Other
1443851180,Sunflowers and Coal power plant and environmental pollution,130,Germany,other,Other
1461536138,Water contaminated waste,131,Southeast Asia|Indonesia|Asia,other,Other
1363306608,Plastic waste in nature,132,Türkiye - Country,other,Other
1330237194,Climate change,133,Germany,other,Other
171154745,Green earth,134,Europe|Geographical Locations,other,Other
1357240947,"One side of the road shows the green tree on green mountains, and the other side shows dead trees on mountains of trash.",135,Thailand,other,Other
157590176,Storm sewer flood dirty water cleanup,136,,other,Other
95819280,looking at the chimney-stalks,137,,other,Other
1327568761,"Businessman hold circular economy icon. Sustainable strategy approach to eliminate waste and pollution for future growth of business and environment, design to reuse and renewable material resources.",138,Thailand,other,Other
172975799,Taking mud samples,139,,soil_analysis,Soil analysis
1471187380,Weed killer toxic herbicide glyphosate spraying. Non-organic vegetables.,140,Serbia,other,Other
822382174,Kind children doing school tasks,141,Ukraine,recycle_cleaning,Recycle cleaning
1061068100,Eco concept. The planet is drowning in the garbage. Recycling. Save the planet.,142,Ukraine,other,Other
1457653601,Truck unloading soil at a landfill site. Global warming. Waste,143,Spain,dumpsites,Dumpsites
1463876725,"Foam in polluted water, abstract texture, water abstraction. Concept of nature pollution and ecology problems of environment",144,Belarus,other,Other
1251547323,Scientist working outdoors,145,Russia,soil_analysis,Soil analysis
1297301640,Activist photographing environmental pollution,146,,other,Other
965645214,plastic garbage on the river bank,147,Ukraine,dumpsites,Dumpsites
1249978103,After party - empty glasses and garbage on the ground,148,Serbia,other,Other
1287874597,Excavator dig trench at forest area on amazing sunset background,149,Russia,constructions,Constructions
157308597,Libyan,150,Libya|Africa,desertification,Desertification
636929722,Petroleum background,151,,other,Other
957312514,"Pile of old clothes and shoes dumped on the grass as junk and garbage, littering and polluting the environment",152,Former Yugoslavia,dumpsites,Dumpsites
1186164789,"garbage in water, a large trash spot in the Pacific Ocean.",153,Netherlands,other,Other
169960434,Taking sample of water,154,,other,Other
1388903504,"Oil & gas operations, Gabon",155,Africa|Gabon,mines,Mines
1243246773,environment concept : greengrass hand on nature mountain and dry soil hand on crack arid.,156,Thailand,desertification,Desertification
1477106848,Machinery at the coal port is transporting coal,157,China - East Asia,mines,Mines
547052730,Carrying out a soil analysis,158,,soil_analysis,Soil analysis
983511376,Blue construction debris container filled with rock and concrete rubble. Industrial garbage bin,159,USA,other,Other
692855504,The process of laying of engineering and heating systems.,160,Belarus,constructions,Constructions
1392133800,Wasteland,161,,other,Other
1408645434,Chemical worker measues the effect of climate change,162,Denmark,other,Other
926547756,drought earth in sunset. dramatic sky over desert. change climate,163,Ukraine,desertification,Desertification
842287262,Water pollution old garbage and oil patches on river surface,164,Croatia,other,Other
1361080997,Searching for life,165,,other,Other
525877350,Abstract soil explosion.,166,,other,Other
182177010,Young man's hands planting tree sapling,167,,other,Other
1266924080,Water leak,168,UK,other,Other
1370821597,Climate change and Drought,169,Thailand,desertification,Desertification
1181043820,Rear view of people with placards and posters on global strike for climate change.,170,Slovakia,protests,Protests
481337375,"Taking samples of the soil, environmental research.",171,,soil_analysis,Soil analysis
1388428737,"Landscape of low water and dry land in advance, severe drought in the reservoir of Portugal. Ecological disaster, soil dehydration. desert, drought,",172,Algarve|Portugal|Alentejo,desertification,Desertification
1325910492,The Water Looks Dirty,173,UK,other,Other
1065133460,"Realistic bomb explosion, orange color with sparks isolated on black background",174,Poland,other,Other
1142175754,Sewer material for the construction of a road,175,Spain,constructions,Constructions
1026222290,Cleaning septic tank,176,Slovenia,other,Other
1417564706,"Net Zero, a concept that demonstrates a net zero emissions target. Carbon Dioxide Emissions In a bird's-eye view with a grid of Net Zero icons.",177,Thailand,other,Other
1131317595,Black powder or flour explosion isolated on white background  freeze stop motion object design,178,Thailand,other,Other
1089469772,Dirty rusty water flows from the faucet,179,Finland,other,Other
171324245,Moss in white background XXXL,180,,other,Other
955703418,Truck loading a full skip recycling garbage waste management container,181,USA,other,Other
1360783154,"ESG icon concept circulating in the hands of young women for Environment, Society and Governance SG ESG Forest Conservation Concept Environmental, Social and Governance Concepts",182,Thailand,other,Other
1423667422,Heavy Flood 2022,183,Pakistan,other,Other
1128287834,"The world ocean pollution. Beautiful tropical coral reef with sea anemones, clownfish and colorful coral fish - polluted with plastic bag. The sea surface view.",184,West Asia,other,Other
90880527,Trash being dumped into a landfill,185,,dumpsites,Dumpsites
1357788067,View of the industrial mine waste dam (tailing dam). A tailings dam is typically an earth-fill embankment dam used to store byproducts of mining operations after separating the ore from the gangue.,186,USA,mines,Mines
1360520466,"Top view of soil in hands for check the quality of the soil for control soil quality before seed plant. Future agriculture concept. Smart farming, using modern technologies in agriculture""n",187,Thailand,other,Other
1396633221,Canary Wharf from the Rotherhithe Thames Beach,188,UK|London - England,other,Other
1441865819,"Sources for renewable, sustainable development. Environment and  ecology  concept.",189,,other,Other
184602339,Recycling Earth,190,Europe|Africa|Asia,other,Other
1040905734,Underground rainwater storage tanks,191,Czech Republic,other,Other
97709365,Poverty,192,Mexico|Mexico City|Latin America,other,Other
537350200,Abstract soil explosion.,193,,other,Other
1296028429,cubes with message ZERO WASTE on green grass - 3d illustration,194,Germany,other,Other
1396519573,Mud and algae in the river in spring,195,Canada,other,Other
1032528270,Emission of pollution by sewage from the city of the hatch on the lawn with green grass.,196,Russia,other,Other
1415168715,The concept of carbon neutral and net zero. natural environment A climate-neutral long-term strategy greenhouse gas emissions targets with green net center icon on hand cap and green background,197,Thailand,other,Other
1287274141,A corroded battery is lying on the ground. Environmental protection and waste recycling. Close-up shot.,198,,constructions,Constructions
1311289132,Excavator on earthworks at construction site. Backhoe on road construction.,199,Russia,constructions,Constructions
1278970105,Post Apocalyptic Urban Landscape (Dusk/Dawn),200,,other,Other
1336011632,Garbage factory at the cityscape,201,Thailand,other,Other
1167469137,"Water crisis concept, Hopeless and lonely farmer sit on cracked earth near drying water.",202,Horn of Africa|Ethiopia|Thailand|Africa,other,Other
1339982893,Touching the dust on a surface of furniture with finger,203,Thailand,other,Other
508129750,Sustainable urban development,204,,other,Other
1133566408,Water contamination concept.,205,Ukraine,other,Other
1170637972,Golden colored sand splash against dark background. Yellow sand fly wave in the air.,206,Thailand|Serbia,other,Other
1145996747,Coal mineral exploitation,207,Spain,other,Other
1356603615,plastic and garbage on the beach sand,208,Brazil,dumpsites,Dumpsites
1216683547,"Agricultural slurry spreading in a field in England, United Kingdom",209,UK,other,Other
1392424849,Aerial view from high altitude of little planet earth with coal power plant high pipes with black smokestack polluting atmosphere. Electricity production with fossil fuel concept,210,,other,Other
479700500,Hands holding soil with young plant.,211,,other,Other
522257175,Landfill garbage waste dumped in the rubbish dump site,212,,dumpsites,Dumpsites
1039063250,Bag trash on street or sidewalk with old brick wall.,213,Thailand,other,Other
1440681866,"Sand flying explosion, Golden sand wave explode. Abstract sands cloud fly. Yellow colored sand splash throwing in Air. White background Isolated high speed shutter, throwing freeze stop motion",214,Thailand,other,Other
1319638077,Ecofriendy Green Environment Day and Earth Day Concept,215,Bangladesh,other,Other
1368240444,Businessman working virtual globe modern computer to reduce CO2 emissions carbon footprint climate change to limit global warming.Sustainable development and innovation green business concept.,216,Thailand,other,Other
1159045283,Aerial view of surrealistic industrial place. Human impact on the environment. View from above. Photo captured with drone.,217,Poland|Africa,other,Other
838990710,Recycling,218,Canada,recycle_cleaning,Recycle cleaning
949054804,Abstract colored brown powder explosion isolated on black background.,219,Czech Republic,other,Other
484621275,Dusty room air,220,,other,Other
1162150089,"Pollution of sewage. Pollution of nature with toxic chemicals from the pipe. Ecological problems, ecological disaster.",221,Russia,other,Other
1367511858,Circular economy concept.crystal globe with a circular economy icon around it.circular economy for future growth of business and design to reuse and renewable material resources.,222,Circular Quay|Thailand,other,Other
1326024669,Shot of a group of teenagers picking up litter off a field at summer camp,223,South Africa,recycle_cleaning,Recycle cleaning
1175501930,Young people pick garbage to clean the public park lawn. Volunteer and environment protecting.,224,Australia,recycle_cleaning,Recycle cleaning
490914432,Little boy throwing trash in the bin,225,,other,Other
510585764,brown dull cloud,226,,other,Other
483626765,"Taking samples of the soil, environmental research.",227,,soil_analysis,Soil analysis
1496934851,recycling waste concept. recycling sig green grass in the forest. Idea for reuse for recycling environmental protection world. ecological waste management and a sustainable and economical lifestyle.,228,Thailand,other,Other
1278764623,Garbage dump with scrap environmental destruction of nature,229,Germany,other,Other
1442486245,People on trash mountain,230,Indonesia|Asia,dumpsites,Dumpsites
1401766298,women using laptop for working technology and business Net zero and carbon neutral concept. Renewable energy-based green businesses can limit climate change and global warming. Reduce CO2 emission.,231,Thailand,other,Other
637776014,Junk in the Chao Phraya river.,232,South Asia|Panama|Varanasi|India,other,Other
532298119,Sampling of water.,233,,soil_analysis,Soil analysis
1485758282,World environment day concept,234,Bangladesh,other,Other
186549180,"Earth is immersed in water, among clouds against the sky.",235,,other,Other
852229954,teenager boy in protection mask on the highway city,236,Beijing|Russia|China - East Asia|Asia,other,Other
527669334,Sandy explosion.,237,,other,Other
1354018419,Measurement the natural radioactivity concentration levels in vegetables,238,Serbia,soil_analysis,Soil analysis
1200802368,"African little girls standing in trash and looking at Kibera slum, Kenya, East Africa",239,Kenya|Kibera|Nairobi|Africa|East Africa,other,Other
1174555425,"Single use plastic straw in sand, marine trash on the beach.Plastic pollution on the beach. Stop plastic pollution. Garbage at coast. Rubbish disaster. Zero waste",240,UK,other,Other
1466221462,PM 2.5,241,Thailand,other,Other
896909718,"Garbage on beach, environmental pollution in Bali Indonesia. Storm is coming. And drops of water are on camera lens",242,Indonesia|Bali|Asia,other,Other
1142359251,Black powder explosion against white background. Charcoal dust particles exhale in the air.,243,Thailand,other,Other
1266683642,Sediment transposition intervention,244,Portugal,mines,Mines
1352594022,Burning of stubble in paddy fields after harvesting,245,India|Kerala,deforestation_fire,Deforestation fire
960277512,"Top view from air, a bird's eye of the river with muddy water, flowing into ocean or sea.",246,Malaysia,other,Other
1372820325,Breathing Nature,247,,other,Other
638442474,polluted water,248,,other,Other
465326133,hands holding green heart shaped tree,249,,other,Other
1393072053,Sewage water flowing into river body and polluting the water and environment.,250,,other,Other
1286022748,Rubble and dust in the Arabian desert,251,Middle East|Oman|Persian Gulf Countries,other,Other
1485783075,World environment day 2023 3d concept,252,Bangladesh,other,Other
1206797959,"Hands protecting globe of green tree on tropical nature summer background, Ecology and Environment concept",253,Thailand,other,Other
172803284,Taking samples of polluted soil,254,,constructions,Constructions
1394547308,Residential buildings in Madrid under atmosphere of pollution and desertic dust,255,Madrid|Europe|Community of Madrid|Spain,other,Other
154954658,New Life isolated on white background,256,,other,Other
508611389,New life with red bean sprout isolated on white background,257,,other,Other
1005284576,"conceptual scene, climate change",258,Sete|Italy,desertification,Desertification
941319634,Broken soil and stethoscope concept of world with pollution.,259,Thailand,other,Other
1398344305,Glass of alkaline product for analysis of soil products,260,,other,Other
485614544,Garbage River,261,Zambia|Botswana|Tanzania|Central Africa|Namibia|Luanda|Angola|Rwanda|Democratic Republic of the Congo|Malawi|Africa|Gabon|Mozambique,other,Other
886685636,stork in a landfill,262,Ukraine,dumpsites,Dumpsites
1441654661,Ozone layer,263,Italy,other,Other
186695250,Soil Alphabet.,264,,other,Other
1179600347,Climate change and Drought,265,Thailand,desertification,Desertification
1338246058,"Algae sea pollution. Adult man walk in muddy green water with seaweed floating in it. Blue-green algae ocean pollution is global environmental problem. Background, copy space",266,Bulgaria,other,Other
1145901377,Soil Sampling. Woman Agronomist Taking Sample With Soil Probe Sampler,267,,soil_analysis,Soil analysis
1081978968,Golden sand explosion isolated on black background. Abstract sand cloud.,268,Thailand,other,Other
615385244,Environmental drilling rig advances soil borings into the ground,269,,other,Other
1226465424,New leaves burst forth from a burnt tree after forest fire.,270,Thailand,other,Other
647362466,Forest in Teacup,271,Türkiye - Country,other,Other
1331817626,Demonstrator on the city protesting against climate change and pollution - Global warming and environment concept - Focus on banner,272,Spain,protests,Protests
502274709,concept of global warming,273,Europe|NASA Kennedy Space Center|Gulf Coast States|Africa,other,Other
1155225726,Black powder explosion against white background.Black dust particles splash.,274,Thailand,other,Other
616899678,Garbage cans. Recycling concept.,275,,other,Other
615252468,Environmental drilling rig advances soil borings into the ground,276,,other,Other
1163558249,Solution of Air and Environment pollution concept.,277,Thailand,other,Other
1158790704,"Ecology concept. Hand holding light bulb against nature on green leaf with icons energy sources for renewable, sustainable development, save energy.",278,Thailand,other,Other
504693830,eyeshadow powder in motion,279,,other,Other
1221462180,"Lettering CO2 and drawing planet earth from grass and moss. The concept of ecology, air pollution and global warming.",280,,other,Other
543359116,Abstract soil explosion.,281,,other,Other
480409172,Garbage on a beach left by tourist at sunset.,282,Poland,other,Other
115954579,Landfill garbage bulldozer processing waste on a UK rubbish site,283,UK|England,other,Other
1133106114,Black powder explosion against white background. Charcoal dust particles exhale in the air.,284,Thailand,other,Other
1408217246,"ESG environment social governance investment business concept. Women use a computer to analyze ESG, surrounded by ESG icons .close to the computer screen in business investment strategy concept.",285,Thailand,other,Other
1487543710,Farmers with safety uniform are walking around spraying pesticides,286,Thailand,other,Other
464371177,dry soil and growing plant,287,,desertification,Desertification
1372939533,Illustration of smoke scattered in the dark,288,Japan,other,Other
513184225,leaking oil ground contamination,289,,other,Other
503714632,Septic System Installation,290,,constructions,Constructions
1351458199,Young boy with short blue trowsers wading with wet socks and wet boots through high tide after a floodwater has broken the dike and overflown the lands behind,291,Germany,other,Other
1209256157,Scientist wearing protective gloves examining ground sample,292,,other,Other
1124680471,Beautiful sea hawksbill turtle swiming above colorful tropical coral reef  polluted with plastic bag,293,West Asia|Egypt|Indonesia,other,Other
110946238,Oil on water soaked soil,294,,other,Other
146967394,Building section,295,Generic Location,other,Other
1300839390,Oil  and chemical contaminated water drainage.,296,Thailand,other,Other
1335075961,old rusty oil barrels on grass,297,,other,Other
1345174261,Portrait of two young adult women holding cardboard signs against climate change,298,Italy,protests,Protests
1253038085,City and sprout,299,Japan,other,Other
504069594,pollution and poisoning of the environment,300,Geographical Locations,other,Other
1432236760,Polllution of environment through pipes.,301,France,mines,Mines
1200751245,Post Apocalyptic Urban Landscape (Dusk),302,,other,Other
1211651280,Ocean Pollution - Hands Holding Earth - elements of this image furnished by NASA,303,Italy,other,Other
937300990,Large garbage dump waste,304,India,other,Other
1127520943,Textures of sand powder on white background,305,Czech Republic,other,Other
1334575795,"Woman hugging a big tree in the outdoor forest, Ecology and nature, Protect environment and save the forest, Energy sources for renewable, Earth day.",306,Thailand,other,Other
1362704777,Blue sky with word CO2 . Global warming concept. Natural disasters and cataclysms,307,Lithuania,other,Other
544991042,Deforestation,308,,deforestation_fire,Deforestation fire
629612856,A pile of black garbage bags.,309,,other,Other
1397771760,"Diverse people cleaning up the beach, volunteers collecting the waste on the coast line, young people working in team aware of the pollution produced by the plastic industry",310,Italy,recycle_cleaning,Recycle cleaning
1350731602,"Brown dusty cloud or dry sand flying with a gust of wind, sandstorm. Dust cloud. Brown smoke. Realistic scattering trail",311,Ukraine,other,Other
891501874,Growing clean eco planet Earth fund concept,312,Romania,other,Other
1345142300,Three turning arrows around the Earth. Environmental conservation and recycling concept.,313,Türkiye - Country,other,Other
969582250,Grass growth environment question concept,314,Romania,other,Other
1293032420,Sewer installing,315,Netherlands,constructions,Constructions
976576482,Concrete drainage pipe near the construction industry .,316,Thailand,mines,Mines
1359584148,ESG or environmental social governance. The company development of a nature conservation strategy.,317,,other,Other
1414465887,A woman and a little girl throw plastic bottles into a plastic bag,318,Greece,recycle_cleaning,Recycle cleaning
1418806074,"Group of eco volunteers picking up plastic trash on the beach - Activist people collecting garbage protecting the planet - Ocean pollution, environmental conservation and ecology concept",319,Italy,recycle_cleaning,Recycle cleaning
179057833,View of contrasting landscape,320,,desertification,Desertification
1367304080,"Sources for renewable, sustainable development. Environment and  ecology  concept.Hands protecting green plant on sunny background.",321,,other,Other
1226090381,"Be clean, be green. Young couple in casual clothes sorting garbage while cleaning their kitchen together. Cleaning home, recycling, housework, family life concept",322,Ukraine,other,Other
868697548,Water pollution,323,Brazil,other,Other
179065708,Change of Scene,324,,desertification,Desertification
1220837241,Wrinkled black old wrinkled paper. Dusty cardboard wrapping,325,Spain,other,Other
1220837134,Wrinkled black old wrinkled paper. Dusty cardboard wrapping,326,Spain,other,Other
